iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ECU,South America,Ecuador,8/9/2020,94459,887,1175.286,5922,6,26.571,5280.439,49.585,65.701,331.051,0.335,1.485,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2335,204729,11.445,0.131,2829,0.158,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,30967,65.67,73.24,1731.114683
ECU,South America,Ecuador,8/10/2020,94701,242,1094.286,5932,10,23.571,5293.968,13.528,61.173,331.61,0.559,1.318,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,635,205364,11.48,0.035,2718,0.152,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/11/2020,95563,862,1085.714,5951,19,20.429,5342.155,48.187,60.694,332.672,1.062,1.142,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2172,207536,11.602,0.121,2729,0.153,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/12/2020,97110,1547,1177.714,5984,33,19.571,5428.635,86.48,65.836,334.517,1.845,1.094,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3656,211192,11.806,0.204,2944,0.165,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/13/2020,98343,1233,1115.143,6010,26,19,5497.562,68.927,62.339,335.971,1.453,1.062,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3285,214477,11.99,0.184,2875,0.161,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/14/2020,99409,1066,1062.857,6030,20,19,5557.154,59.591,59.416,337.089,1.118,1.062,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2997,217474,12.157,0.168,2802,0.157,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/15/2020,100688,1279,1016.571,6065,35,21.286,5628.652,71.499,56.828,339.045,1.957,1.19,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3689,221163,12.363,0.206,2681,0.15,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/16/2020,101542,854,1011.857,6070,5,21.143,5676.393,47.74,56.565,339.325,0.28,1.182,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2679,223842,12.513,0.15,2730,0.153,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,31895.7,65.63,64.39,1783.030794
ECU,South America,Ecuador,8/17/2020,101751,209,1007.143,6083,13,21.571,5688.076,11.684,56.301,340.051,0.727,1.206,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,993,224835,12.569,0.056,2782,0.156,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/18/2020,102941,1190,1054,6105,22,22,5754.599,66.523,58.921,341.281,1.23,1.23,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3203,228038,12.748,0.179,2929,0.164,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/19/2020,104475,1534,1052.143,6146,41,23.143,5840.353,85.754,58.817,343.573,2.292,1.294,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3845,231883,12.963,0.215,2956,0.165,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/20/2020,105508,1033,1023.571,6200,54,27.143,5898.1,57.747,57.22,346.592,3.019,1.517,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3518,235401,13.159,0.197,2989,0.167,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/21/2020,106481,973,1010.286,6248,48,31.143,5952.492,54.393,56.477,349.275,2.683,1.741,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2757,238158,13.313,0.154,2955,0.165,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/22/2020,107089,608,914.429,6277,29,30.286,5986.48,33.988,51.118,350.896,1.621,1.693,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1608,239766,13.403,0.09,2658,0.149,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/23/2020,107769,680,889.571,6310,33,34.286,6024.494,38.013,49.729,352.741,1.845,1.917,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2348,242114,13.535,0.131,2610,0.146,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,32684,65.36,56.08,1827.098276
ECU,South America,Ecuador,8/24/2020,108289,520,934,6322,12,34.143,6053.563,29.069,52.212,353.412,0.671,1.909,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1323,243437,13.609,0.074,2657,0.149,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/25/2020,109030,741,869.857,6368,46,37.571,6094.986,41.423,48.627,355.983,2.571,2.1,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2546,245983,13.751,0.142,2564,0.143,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/26/2020,110549,1519,867.714,6410,42,37.714,6179.901,84.915,48.507,358.331,2.348,2.108,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3469,249452,13.945,0.194,2510,0.14,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/27/2020,111219,670,815.857,6471,61,38.714,6217.355,37.454,45.608,361.741,3.41,2.164,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2080,251532,14.061,0.116,2304,0.129,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/28/2020,112141,922,808.571,6504,33,36.571,6268.897,51.542,45.201,363.586,1.845,2.044,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2444,253976,14.198,0.137,2260,0.126,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/29/2020,112906,765,831,6537,33,37.143,6311.662,42.765,46.454,365.431,1.845,2.076,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2236,256212,14.323,0.125,2349,0.131,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,8/30/2020,113648,742,839.857,6555,18,35,6353.141,41.479,46.95,366.437,1.006,1.957,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2054,258266,14.438,0.115,2307,0.129,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,33286.9,64.67,41.01,1860.801542
ECU,South America,Ecuador,8/31/2020,113767,119,782.571,6556,1,33.429,6359.793,6.652,43.747,366.493,0.056,1.869,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,627,258893,14.473,0.035,2208,0.123,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/1/2020,114309,542,754.143,6571,15,29,6390.092,30.299,42.158,367.332,0.839,1.621,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1520,260413,14.558,0.085,2061,0.115,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/2/2020,115457,1148,701.143,6619,48,29.857,6454.268,64.175,39.195,370.015,2.683,1.669,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2828,263241,14.716,0.158,1970,0.11,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/3/2020,116360,903,734.429,6648,29,25.286,6504.747,50.479,41.056,371.636,1.621,1.414,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2399,265640,14.85,0.134,2015,0.113,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/4/2020,117175,815,719.143,6674,26,24.286,6550.307,45.56,40.201,373.089,1.453,1.358,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2352,267992,14.981,0.131,2002,0.112,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/5/2020,118045,870,734.143,6724,50,26.714,6598.942,48.635,41.04,375.884,2.795,1.493,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2626,270618,15.128,0.147,2058,0.115,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/6/2020,118045,0,628.143,6724,0,24.143,6598.942,0,35.114,375.884,0,1.35,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2363,272981,15.26,0.132,2102,0.118,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,33932.2,64.15,45.39,1896.875049
ECU,South America,Ecuador,9/7/2020,110092,-7953,-525,10576,NULL,NULL,6154.354,-444.588,-29.349,591.219,NULL,NULL,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,749,273730,15.302,0.042,2120,0.119,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/8/2020,110757,665,-507.429,10627,51,29.143,6191.529,37.175,-28.366,594.07,2.851,1.629,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1511,275241,15.386,0.084,2118,0.118,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/9/2020,112166,1409,-470.143,10701,74,32.857,6270.294,78.766,-26.282,598.206,4.137,1.837,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3698,278939,15.593,0.207,2243,0.125,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/10/2020,113206,1040,-450.571,10749,48,35.571,6328.432,58.138,-25.188,600.89,2.683,1.989,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2981,281920,15.76,0.167,2326,0.13,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/11/2020,114732,1526,-349,10836,87,44.286,6413.739,85.306,-19.51,605.753,4.863,2.476,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4836,286756,16.03,0.27,2681,0.15,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/12/2020,116451,1719,-227.714,10864,28,41.143,6509.834,96.095,-12.73,607.318,1.565,2.3,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4140,290896,16.262,0.231,2897,0.162,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/13/2020,118594,2143,78.429,10903,39,46.714,6629.632,119.798,4.384,609.499,2.18,2.611,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3432,294328,16.453,0.192,3050,0.171,NULL,NULL,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.61,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,34468.5,63.48,38.15,1926.855248
ECU,South America,Ecuador,9/14/2020,118911,317,1259.857,10922,19,49.429,6647.353,17.721,70.428,610.561,1.062,2.763,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1046,295374,16.512,0.058,3092,0.173,0.4075,2.5,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/15/2020,119553,642,1256.571,10963,41,48,6683.242,35.889,70.245,612.853,2.292,2.683,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,297387,16.625,0.113,3164,0.177,0.3971,2.5,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/16/2020,121525,1972,1337,10996,33,42.143,6793.481,110.239,74.741,614.697,1.845,2.356,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5210,302597,16.916,0.291,3380,0.189,0.3956,2.5,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/17/2020,122257,732,1293,11029,33,40,6834.401,40.92,72.281,616.542,1.845,2.236,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6330,308927,17.27,0.354,3858,0.216,0.3351,3,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/18/2020,124129,1872,1342.429,11044,15,29.714,6939.049,104.648,75.044,617.381,0.839,1.661,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4648,313575,17.529,0.26,3831,0.214,0.3504,2.9,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/19/2020,125620,1491,1309.857,11084,40,31.429,7022.399,83.35,73.224,619.617,2.236,1.757,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6664,320239,17.902,0.373,4192,0.234,0.3125,3.2,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/20/2020,126419,799,1117.857,11090,6,26.714,7067.065,44.666,62.49,619.952,0.335,1.493,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3440,323679,18.094,0.192,4193,0.234,0.2666,3.8,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,34944.8,62.74,34,1953.481331
ECU,South America,Ecuador,9/21/2020,126711,292,1114.286,11095,5,24.714,7083.388,16.323,62.291,620.232,0.28,1.382,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,729,324408,18.135,0.041,4148,0.232,0.2686,3.7,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/22/2020,127643,932,1155.714,11126,31,23.286,7135.488,52.101,64.607,621.965,1.733,1.302,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2535,326943,18.277,0.142,4222,0.236,0.2737,3.7,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/23/2020,129892,2249,1195.286,11171,45,25,7261.212,125.723,66.819,624.48,2.516,1.398,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6145,333088,18.62,0.344,4356,0.244,0.2744,3.6,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/24/2020,131146,1254,1269.857,11213,42,26.286,7331.313,70.101,70.987,626.828,2.348,1.469,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4339,337427,18.863,0.243,4071,0.228,0.3119,3.2,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/25/2020,132475,1329,1192.286,11236,23,27.429,7405.607,74.294,66.651,628.114,1.286,1.533,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4397,341824,19.109,0.246,4036,0.226,0.2954,3.4,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/26/2020,133981,1506,1194.429,11273,37,27,7489.795,84.188,66.771,630.182,2.068,1.509,1.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5958,347782,19.442,0.333,3935,0.22,0.3035,3.3,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NULL,NULL,NULL,NULL
ECU,South America,Ecuador,9/27/2020,134747,766,1189.714,11279,6,27,7532.616,42.821,66.507,630.518,0.335,1.509,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2716,350498,19.594,0.152,3831,0.214,0.3105,3.2,people tested,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.39,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,35316.7,61.84,26.41,1974.271254
